order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
2000,400,380,29236,2976677,2947441,0.0098,23559,2781836,2758277,0.0085,1663,63189,61526,0.0263,39415,0,39415,,117265,3394576,3277311,0.0345,117265,3394576,0,
2001,280,280,7091,1029945,1022854,0.0069,5911,946947,941036,0.0062,267,17981,17714,0.0148,9203,0,9203,,24715,2152711,2127996,0.0115,24715,2152711,0,
2002,280,280,35240,2319816,2284576,0.0152,30287,2109105,2078818,0.0144,603,40426,39823,0.0149,25196,0,25196,,129117,5199572,5070455,0.0248,129117,5199572,0,
2003,222,220,6951,30561,23610,0.2274,5900,27509,21609,0.2145,178,734,556,0.2425,4778,0,4778,,31204,104885,73681,0.2975,31204,104885,0,
2004,300,300,4801,187279,182478,0.0256,3507,153895,150388,0.0228,153,4898,4745,0.0312,4035,0,4035,,37680,989378,951698,0.0381,37680,989378,0,
2005,333,310,158445,198416,39971,0.7985,135394,173333,37939,0.7811,3443,5883,2440,0.5852,138574,0,138574,,689550,762416,72866,0.9044,689550,762416,0,
2006,280,263,284337,2533850,2249513,0.1122,234975,2141015,1906040,0.1097,7706,48865,41159,0.1577,165492,0,165492,,1449009,13864973,12415964,0.1045,1449009,13864973,0,
2007,280,280,86903,9518466,9431563,0.0091,75469,8808047,8732578,0.0086,3442,251355,247913,0.0137,62173,0,62173,,219148,12072557,11853409,0.0182,219148,12072557,0,
2008,260,260,3241,101521,98280,0.0319,2769,89367,86598,0.031,102,3312,3210,0.0308,2074,0,2074,,11183,328869,317686,0.034,11183,328869,0,
2009,333,330,398869,53973495,53574626,0.0074,360428,51216300,50855872,0.007,8069,793700,785631,0.0102,390864,0,390864,,750314,41539581,40789267,0.0181,750314,41539581,0,
2010,310,310,2623,67423,64800,0.0389,1931,57973,56042,0.0333,30,950,920,0.0316,3302,0,3302,,21763,300368,278605,0.0725,21763,300368,0,
2011,260,260,969,11959,10990,0.081,837,11132,10295,0.0752,35,296,261,0.1182,1024,0,1024,,1997,10305,8308,0.1938,1997,10305,0,
2012,246,222,4068,306949,302881,0.0133,3439,255916,252477,0.0134,101,8418,8317,0.012,3362,0,3362,,21450,2695388,2673938,0.008,21450,2695388,0,
2013,300,300,905,4845,3940,0.1868,726,4379,3653,0.1658,27,79,52,0.3418,1448,0,1448,,4063,10545,6482,0.3853,4063,10545,0,
2014,260,255,5383,245005,239622,0.022,4246,207717,203471,0.0204,198,10296,10098,0.0192,5724,0,5724,,33321,1065710,1032389,0.0313,33321,1065710,0,
2015,310,310,354630,1605212,1250582,0.2209,314237,1497293,1183056,0.2099,6195,28807,22612,0.2151,265681,0,265681,,985119,1825359,840240,0.5397,985119,1825359,0,
2016,300,300,211584,2185062,1973478,0.0968,187179,1978345,1791166,0.0946,4865,39589,34724,0.1229,144112,0,144112,,580859,4772541,4191682,0.1217,580859,4772541,0,
2017,266,266,611,6777,6166,0.0902,497,5871,5374,0.0847,23,254,231,0.0906,456,0,456,,2141,17044,14903,0.1256,2141,17044,0,
2018,260,260,18318,1464050,1445732,0.0125,14913,1247693,1232780,0.012,264,48428,48164,0.0055,7805,0,7805,,137265,7314227,7176962,0.0188,137265,7314227,0,
2019,0,260,2932,59288,56356,0.0495,1753,49034,47281,0.0358,46,643,597,0.0715,2662,0,2662,,52177,446229,394052,0.1169,52177,446229,0,
2020,280,280,2944,128547,125603,0.0229,2506,121161,118655,0.0207,145,2907,2762,0.0499,4603,0,4603,,5553,86068,80515,0.0645,5553,86068,0,
2021,280,268,216243,7807431,7591188,0.0277,187646,6987032,6799386,0.0269,3499,131128,127629,0.0267,96379,0,96379,,833286,24321328,23488042,0.0343,833286,24321328,0,
2022,265,265,3205,119283,116078,0.0269,2540,99906,97366,0.0254,140,5515,5375,0.0254,3011,0,3011,,13801,432641,418840,0.0319,13801,432641,0,
2023,262,255,3573,15776,12203,0.2265,3004,14584,11580,0.206,153,406,253,0.3768,6239,0,6239,,10240,20468,10228,0.5003,10240,20468,0,
2024,350,330,12905,259382,246477,0.0498,10781,245128,234347,0.044,203,1781,1578,0.114,32940,0,32940,,73983,498435,424452,0.1484,73983,498435,0,
2025,260,260,8886,739271,730385,0.012,7377,646042,638665,0.0114,288,30683,30395,0.0094,8427,0,8427,,36966,2103766,2066800,0.0176,36966,2103766,0,
2026,260,246,6630,51894,45264,0.1278,5743,47482,41739,0.121,221,1341,1120,0.1648,5364,0,5364,,17018,90665,73647,0.1877,17018,90665,0,
2027,268,268,327,990,663,0.3303,259,745,486,0.3477,7,24,17,0.2917,281,0,281,,1365,6308,4943,0.2164,1365,6308,0,
2028,310,310,61289,104155,42866,0.5884,52056,97579,45523,0.5335,889,1867,978,0.4762,64671,0,64671,,281458,103892,177566,2.7091,281458,103892,0,
2029,310,310,416,1380,964,0.3014,297,1033,736,0.2875,6,10,4,0.6,882,0,882,,1004,2011,1007,0.4993,1004,2011,0,
2030,335,335,4746,90741,85995,0.0523,3217,71259,68042,0.0451,130,1825,1695,0.0712,5555,0,5555,,42124,592122,549998,0.0711,42124,592122,0,
2031,260,255,19445,256762,237317,0.0757,17887,244618,226731,0.0731,506,5204,4698,0.0972,17720,0,17720,,10035,69387,59352,0.1446,10035,69387,0,
2032,260,260,13679,539190,525511,0.0254,10971,491000,480029,0.0223,309,15873,15564,0.0195,10624,0,10624,,92579,1040595,948016,0.089,92579,1040595,0,
2033,300,300,1026,15618,14592,0.0657,868,14712,13844,0.059,19,170,151,0.1118,1536,0,1536,,2803,15001,12198,0.1869,2803,15001,0,
2034,268,266,14472,223785,209313,0.0647,10971,173792,162821,0.0631,147,3368,3221,0.0436,10274,0,10274,,140044,2092898,1952854,0.0669,140044,2092898,0,
2035,300,300,818,4406,3588,0.1857,623,3790,3167,0.1644,17,86,69,0.1977,1463,0,1463,,2922,7407,4485,0.3945,2922,7407,0,
2036,400,390,4887,62841,57954,0.0778,3968,57357,53389,0.0692,154,1058,904,0.1456,10669,0,10669,,21822,132944,111122,0.1641,21822,132944,0,
2037,270,268,4165,188012,183847,0.0222,3209,156944,153735,0.0204,134,8166,8032,0.0164,3868,0,3868,,26486,829763,803277,0.0319,26486,829763,0,
2038,266,265,57982,240371,182389,0.2412,48630,216209,167579,0.2249,2043,7065,5022,0.2892,27327,0,27327,,246534,588838,342304,0.4187,246534,588838,0,
2039,263,263,3034,69530,66496,0.0436,2636,62551,59915,0.0421,86,2281,2195,0.0377,2318,0,2318,,6197,110823,104626,0.0559,6197,110823,0,
2040,310,310,6553,352272,345719,0.0186,5727,331702,325975,0.0173,177,5608,5431,0.0316,9898,0,9898,,7209,302948,295739,0.0238,7209,302948,0,
2041,260,220,6947,6693,254,1.038,5983,6043,60,0.9901,227,149,78,1.5235,6455,0,6455,,20924,11680,9244,1.7914,20924,11680,0,
2042,220,220,214,423,209,0.5059,163,332,169,0.491,1,1,0,1.0,209,0,209,,483,483,0,1.0,483,483,0,
2043,280,280,22599,1957326,1934727,0.0115,20031,1817878,1797847,0.011,535,34163,33628,0.0157,17312,0,17312,,46863,2842653,2795790,0.0165,46863,2842653,0,
2044,280,280,2649,50632,47983,0.0523,2209,45301,43092,0.0488,66,838,772,0.0788,3376,0,3376,,9037,133842,124805,0.0675,9037,133842,0,
2045,280,280,5883,193398,187515,0.0304,5026,182534,177508,0.0275,339,4486,4147,0.0756,9387,0,9387,,8929,111345,102416,0.0802,8929,111345,0,
2046,310,310,1396,9049,7653,0.1543,1133,8335,7202,0.1359,26,141,115,0.1844,2148,0,2148,,2392,5002,2610,0.4782,2392,5002,0,
2048,333,333,11239,391735,380496,0.0287,8118,329606,321488,0.0246,330,8342,8012,0.0396,12202,0,12202,,84952,1730804,1645852,0.0491,84952,1730804,0,
2049,262,262,3145,117559,114414,0.0268,2762,111120,108358,0.0249,51,778,727,0.0656,3852,0,3852,,8878,165733,156855,0.0536,8878,165733,0,
2051,333,330,96836,10279511,10182675,0.0094,84075,9529289,9445214,0.0088,2873,236438,233565,0.0122,92987,0,92987,,289304,16727225,16437921,0.0173,289304,16727225,0,
2052,220,220,443,643,200,0.689,399,577,178,0.6915,6,16,10,0.375,209,0,209,,1232,1167,65,1.0557,1232,1167,0,
2053,265,265,77930,8629345,8551415,0.009,55421,6712509,6657088,0.0083,560,80636,80076,0.0069,32103,0,32103,,1007058,86925243,85918185,0.0116,1007058,86925243,0,
2054,266,266,414227,6291803,5877576,0.0658,331213,4971181,4639968,0.0666,10721,165486,154765,0.0648,184494,0,184494,,2974430,51307120,48332690,0.058,2974430,51307120,0,
2055,280,280,48524,2390617,2342093,0.0203,41547,2157023,2115476,0.0193,1207,45606,44399,0.0265,27863,0,27863,,159009,5466166,5307157,0.0291,159009,5466166,0,
2056,260,260,8767,618445,609678,0.0142,7848,577661,569813,0.0136,239,16285,16046,0.0147,7031,0,7031,,11583,446513,434930,0.0259,11583,446513,0,
2057,260,260,841,13594,12753,0.0619,649,11560,10911,0.0561,30,453,423,0.0662,915,0,915,,4666,61556,56890,0.0758,4666,61556,0,
2058,330,310,492130,979189,487059,0.5026,428408,905466,477058,0.4731,8209,18692,10483,0.4392,356318,0,356318,,1580283,1467301,112982,1.077,1580283,1467301,0,
2059,300,282,6598,717930,711332,0.0092,4455,566076,561621,0.0079,257,18730,18473,0.0137,6028,0,6028,,85812,6760125,6674313,0.0127,85812,6760125,0,
2060,350,333,225177,6647054,6421877,0.0339,200280,6236075,6035795,0.0321,4811,84370,79559,0.057,302482,0,302482,,676237,13006396,12330159,0.052,676237,13006396,0,
2061,300,300,9453,42678,33225,0.2215,7875,39342,31467,0.2002,207,631,424,0.3281,17549,0,17549,,46785,88313,41528,0.5298,46785,88313,0,
2062,280,280,20821,1029262,1008441,0.0202,17225,915333,898108,0.0188,556,21988,21432,0.0253,12475,0,12475,,86133,2670479,2584346,0.0323,86133,2670479,0,
2063,310,310,29498,1388924,1359426,0.0212,25198,1277782,1252584,0.0197,641,24012,23371,0.0267,35666,0,35666,,92337,2339638,2247301,0.0395,92337,2339638,0,
2064,280,260,5802,75793,69991,0.0766,4338,65783,61445,0.0659,39,783,744,0.0498,5986,0,5986,,55393,369783,314390,0.1498,55393,369783,0,
2065,270,268,424,1857,1433,0.2283,293,1392,1099,0.2105,16,52,36,0.3077,330,0,330,,2716,11225,8509,0.242,2716,11225,0,
2066,280,280,19348,1210673,1191325,0.016,15142,1049302,1034160,0.0144,346,19938,19592,0.0174,18772,0,18772,,154489,5878520,5724031,0.0263,154489,5878520,0,
2067,220,220,8840,6147,2693,1.4381,7427,5468,1959,1.3583,195,107,88,1.8224,6296,0,6296,,68911,32702,36209,2.1072,68911,32702,0,
2068,263,263,90791,932790,841999,0.0973,69197,806482,737285,0.0858,1858,15918,14060,0.1167,50536,0,50536,,825880,4442005,3616125,0.1859,825880,4442005,0,
2069,310,300,97937,63819,34118,1.5346,84561,58133,26428,1.4546,1336,708,628,1.887,106428,0,106428,,431299,204459,226840,2.1095,431299,204459,0,
2071,266,263,4215,71371,67156,0.0591,3656,67514,63858,0.0542,104,1675,1571,0.0621,4873,0,4873,,10599,19467,8868,0.5445,10599,19467,0,
2072,263,255,50640,2151474,2100834,0.0235,45182,2049652,2004470,0.022,949,26916,25967,0.0353,59989,0,59989,,143581,1924994,1781413,0.0746,143581,1924994,0,
2073,310,300,2872,11965,9093,0.24,2519,11142,8623,0.2261,83,307,224,0.2704,4415,0,4415,,4121,8983,4862,0.4588,4121,8983,0,
2074,220,220,289,569,280,0.5079,246,507,261,0.4852,1,1,0,1.0,280,0,280,,796,796,0,1.0,796,796,0,
2075,310,310,5432,42783,37351,0.127,4644,39608,34964,0.1172,88,534,446,0.1648,8133,0,8133,,20044,81444,61400,0.2461,20044,81444,0,
2076,300,266,19985,2332528,2312543,0.0086,16847,2136037,2119190,0.0079,495,54074,53579,0.0092,18399,0,18399,,79428,4229216,4149788,0.0188,79428,4229216,0,
2077,300,300,1078,10440,9362,0.1033,815,8646,7831,0.0943,26,184,158,0.1413,1300,0,1300,,6674,51716,45042,0.1291,6674,51716,0,
2078,260,260,657,7512,6855,0.0875,541,6960,6419,0.0777,24,186,162,0.129,623,0,623,,1001,4486,3485,0.2231,1001,4486,0,
2079,300,280,9022,119208,110186,0.0757,7175,102958,95783,0.0697,115,1586,1471,0.0725,7758,0,7758,,66165,594187,528022,0.1114,66165,594187,0,
2080,260,246,15514,185545,170031,0.0836,13255,166734,153479,0.0795,442,5318,4876,0.0831,11904,0,11904,,61746,498171,436425,0.1239,61746,498171,0,
2081,310,300,5047,156540,151493,0.0322,4119,139321,135202,0.0296,128,4006,3878,0.032,6524,0,6524,,27792,527996,500204,0.0526,27792,527996,0,
2082,268,260,310663,4031979,3721316,0.077,278002,3852961,3574959,0.0722,8836,70720,61884,0.1249,245572,0,245572,,710436,1657587,947151,0.4286,710436,1657587,0,
2083,280,280,6388,68772,62384,0.0929,5315,61604,56289,0.0863,162,1236,1074,0.1311,5481,0,5481,,23230,168577,145347,0.1378,23230,168577,0,
2084,375,375,5731,238672,232941,0.024,4765,227088,222323,0.021,163,3321,3158,0.0491,13240,0,13240,,17779,183873,166094,0.0967,17779,183873,0,
2085,300,300,9334,483313,473979,0.0193,7623,428805,421182,0.0178,319,14321,14002,0.0223,11855,0,11855,,48315,1571727,1523412,0.0307,48315,1571727,0,
2086,310,310,1892,69764,67872,0.0271,1552,66194,64642,0.0234,54,1177,1123,0.0459,3002,0,3002,,2444,25776,23332,0.0948,2444,25776,0,
2087,280,280,115119,13512574,13397455,0.0085,95971,12318196,12222225,0.0078,3934,348774,344840,0.0113,84158,0,84158,,535178,28407110,27871932,0.0188,535178,28407110,0,
2088,300,282,14391,1395535,1381144,0.0103,11147,1144112,1132965,0.0097,311,31302,30991,0.0099,9003,0,9003,,94331,7570361,7476030,0.0125,94331,7570361,0,
2089,333,310,206940,5587923,5380983,0.037,187289,5322867,5135578,0.0352,4803,84820,80017,0.0566,242718,0,242718,,305803,3664735,3358932,0.0834,305803,3664735,0,
2090,260,220,2193,14525,12332,0.151,1831,13348,11517,0.1372,89,191,102,0.466,1870,0,1870,,7361,32811,25450,0.2243,7361,32811,0,
2091,220,220,257,453,196,0.5673,230,421,191,0.5463,0,0,0,,196,0,196,,578,578,0,1.0,578,578,0,
2092,246,230,830,23708,22878,0.035,655,20980,20325,0.0312,41,544,503,0.0754,1034,0,1034,,3306,73091,69785,0.0452,3306,73091,0,
2093,263,263,62842,961981,899139,0.0653,41943,847622,805679,0.0495,396,10860,10464,0.0365,32718,0,32718,,915222,4428404,3513182,0.2067,915222,4428404,0,
2094,280,280,669,5376,4707,0.1244,533,4797,4264,0.1111,18,105,87,0.1714,1185,0,1185,,2673,12147,9474,0.2201,2673,12147,0,
2095,280,280,156107,20738701,20582594,0.0075,119902,17233622,17113720,0.007,2921,324270,321349,0.009,66427,0,66427,,1207938,118806804,117598866,0.0102,1207938,118806804,0,
2096,310,300,16385,463777,447392,0.0353,13753,422342,408589,0.0326,476,6879,6403,0.0692,21513,0,21513,,63832,1271831,1207999,0.0502,63832,1271831,0,
2097,310,300,6854,41449,34595,0.1654,5604,38183,32579,0.1468,177,591,414,0.2995,10424,0,10424,,29720,74766,45046,0.3975,29720,74766,0,
2098,310,310,474,1825,1351,0.2597,392,1686,1294,0.2325,13,21,8,0.619,1084,0,1084,,1201,2295,1094,0.5233,1201,2295,0,
2099,260,255,53360,1172955,1119595,0.0455,46784,1089317,1042533,0.0429,1258,20557,19299,0.0612,43070,0,43070,,146864,1823730,1676866,0.0805,146864,1823730,0,
